도서명,부제목,출간일,분야,정가,평점,쪽수,eBook 여부,제목 길이,순위,베스트셀러 여부
금속에 관하여(클래식그림씨리즈 7),,20190930,과학,14900,0,240,0,7,0,0
테크놀로지 지정학,기술패권을 놓고 벌이는 왕좌의 게임,20190930,경제/경영,17000,7.5,326,1,9,0,0
파졸리니의 길,,20191008,인문,14000,0,272,1,7,0,0
모던 파이썬 입문,"프로그래밍, 시작은 파이썬이다!",20191007,컴퓨터/IT,26000,10,536,1,9,0,0
어느 날 공주가 되어버렸다. 2(초호화 한정판),,20191108,만화,36000,9.9,280,0,17,0,0
제발 나를 읽지 마!,,20190930,유아(0~7세),12000,8.3,32,0,11,0,0
판례로 보는 형법 교과서(2020)(ECI),,20191010,취업/수험서,34000,10,771,0,13,0,0
까칠한 조땡의 파워포인트 디자인,,20191007,컴퓨터/IT,19000,9.4,384,1,17,0,0
사회적 공감,,20190828,정치/사회,18000,10,388,1,6,0,0
수학의 선물(양장본 HardCover),수학을 하는 것과 인생을 사는 일의 공명에 관하여,20190925,인문,14500,10,160,1,6,0,0
"일곱 마리 아기 염소, 요 녀석들!(마음별 그림책 10)(양장본 HardCover)",,20191004,유아(0~7세),13000,10,32,0,19,0,0
바이러스(양장본 HardCover),"우리가 알아야 할 지구의 숨은 권력자, 101가지 바이러스에 관한 모든 것",20190930,과학,28000,9,260,1,4,0,0
시라이시 군의 동급생. 1,,20191015,만화,5000,10,178,1,14,0,0
경찰승진 경찰실무3 봉투모의고사(2020),"경찰승진 1차 경찰실무3 시험대비, 10회분 수록",20191015,취업/수험서,15000,10,180,0,17,0,0
방관시대의 사람들(묘보설림 10),류전윈 장편소설,20191001,소설,15000,0,480,0,9,0,0
세상 친절한 경제상식(뉴스가 들리고 기사가 읽히는),,20191011,경제/경영,14300,9.3,276,1,11,0,0
메멘토모리(양장본 HardCover),나이듦과 죽음에 관한 로마인의 지혜,20190926,인문,16500,9.5,272,1,5,0,0
이사 가기 싫어!(까까똥꼬 시몽 20)(양장본 HardCover),,20191007,유아(0~7세),12000,10,32,1,9,0,0
모던 리눅스 관리,12가지 실무 프로젝트로 배우는 리눅스 관리의 기술,20191010,컴퓨터/IT,30000,10,472,1,9,0,0
배를 엮다(상),,20191015,만화,8500,9.5,160,1,5,0,0
할매가 돌아왔다,김범 장평소설,20191007,소설,14500,7.8,352,1,8,0,0
경찰승진 경찰실무종합 봉투모의고사(2020),"경찰승진 1차 경찰실무종합 시험대비, 10회분 수록",20191015,취업/수험서,15000,10,188,0,18,0,0
"세금 폭탄, 부자 감세, 서민 증세",조세 담론의 정치학,20190930,경제/경영,18000,7.5,368,0,19,0,0
알고리즘으로 세상을 읽다,복잡한 일상과 불확실한 미래를 단숨에 예측하는 만물의 공식,20191010,인문,17000,10,336,1,13,0,0
엘라스틱서치 SELK 구축과 웹 해킹 분석,,20191017,컴퓨터/IT,35000,5,747,0,23,0,0
네가 싫어하는 사랑 이야기. 2,,20191015,만화,5000,8.9,192,1,17,0,0
SMAT 서비스경영능력시험 Module B 서비스마케팅/세일즈(2020)(개정판),"무료 동영상강의 제공, 한국생산성본부 인증 공식교재",20191105,취업/수험서,14000,0,300,0,34,0,0
축제 여행(들썩들썩)(양장본 HardCover),세계 문화가 보이는 찾기 그림책,20190930,유아(0~7세),12000,0,56,0,5,0,0
미중 플랫폼 전쟁 GAFA vs BATH,"AI시대 메가테크 기업, 최후 승자는?",20191010,경제/경영,18000,8.4,304,1,22,0,0
0인칭의 자리,윤해서 장편소설,20190930,소설,13000,9.4,204,0,7,0,0
웹 애플리케이션 보안 완벽 가이드(위키북스 해킹 & 보안 시리즈 20),체계적으로 배우는 안전한 웹 애플리케이션 제작 기법,20191004,컴퓨터/IT,40000,10,656,0,18,0,0
M구역의 주민. 2,,20191015,만화,5000,8.9,194,1,10,0,0
aT한국농수산식품유통공사 직업기초능력평가&실전모의고사(2019 하반기),"NCS 영역별 출제예상문제, 인성검사 수록
							
							
								|
								무료특강&온라인모의고사 쿠폰 제공",20191030,취업/수험서,18000,7.5,316,0,29,0,0
내 사업을 한다는 것,작은 사업을 크게 키우는 법,20190930,경제/경영,18000,10,452,0,11,0,0
올 댓 맨 이즈,,20191001,소설,16800,9,624,1,8,0,0
여자의 뇌,"어제, 오늘, 내일 달라지는 내 감정의 모든 이유
							
							
								|
								여자를 이해하는 가장 쉽고 과학적인 안내서",20191004,인문,16000,8.1,308,1,5,0,0
콩순이 북치기 박치기 사운드북(북치며 노래하는)(사운드북),인기동요 15곡+효과음8개,20190915,유아(0~7세),28000,10,18,0,16,0,0
3부작,잠 못 드는 사람들 / 올라브의 꿈 / 해질 무렵,20191004,소설,14000,10,272,1,3,0,0
개발자의 글쓰기,"변수 네이밍부터 릴리스 노트, 장애 보고서, 기술 블로그까지!
							
							
								|
								프로그래머의 글쓰기 고민 끝!",20191004,컴퓨터/IT,18000,8.9,276,1,8,0,0
나는 천재를 기르고 있다. 3,,20191015,만화,5000,8.8,192,1,16,0,0
NCS 한국가스기술공사 직업기초능력평가&실전모의고사(2019 하반기),"주요 공기업 기출복원문제, NCS 영역별 출제예상문제 수록, 온라인 모의고?",20191025,취업/수험서,20000,0,408,0,28,0,0
현명한 투자자의 지표 분석법,업종별 핵심 지표를 활용한 최고의 주식 고르는 법,20190930,경제/경영,18800,9.5,332,1,15,0,0
"캐릭터, 이야기 속의 인간",,20190901,인문,22000,9.5,400,1,14,0,0
동동동 북치고 랄랄라 노래하고(New),,20191001,유아(0~7세),24500,9.7,12,0,16,0,0
이명호 관세법 뻥령집(2020),"구멍이 뻥뻥 뚫린 법령집
							
							
								|
								관세직/ 7급 9급/ 관세사/1차 2차 시험대비",20191010,취업/수험서,23000,10,335,0,11,0,0
아사히 선배의 취향. 2,,20191015,만화,5000,9,176,1,13,0,0
부의 인문학,슈퍼리치의 서재에서 찾아낸 부자의 길,20191004,경제/경영,15000,8.7,294,1,6,0,0
인류에게 공통의 언어가 있다면,,20190930,인문,18000,0,312,1,16,0,0
침묵에 갇힌 소년,,20191030,소설,13800,0,224,1,9,0,0
이젠 나도! 파이썬,지금 시작해도 괜찮아,20191004,컴퓨터/IT,25000,10,504,0,10,0,0
3D 오션월드,,20190915,유아(0~7세),15000,10,44,0,7,0,0
KNIME을 활용한 Big Data분석,Click 하나로 끝내는 데이터 분석 KNIME,20190925,컴퓨터/IT,25000,4,252,0,21,0,0
오정화 회계학 객관식 서술형 완전정복(2020)(썰전),,20191014,취업/수험서,20000,10,380,0,20,0,0
노을빛 라이트. 4,,20191015,만화,5000,8.6,192,1,10,0,0
대한민국 가계부채 보고서,"부동산시장, 금융시스템, 정부 정책에 감춰진 금융위기의 시그널과 진단
							
							
								|
								그리고 대응 방안",20190927,경제/경영,16800,9.5,272,1,13,0,0
학부모님께 보내는 가정통신문,사교육에 의존하지 않고 제대로 공부할 수 있는 방법,20190930,인문,13000,10,264,0,15,0,0
사냥개자리,,20191014,소설,14500,10,412,1,5,0,0
3D 공룡 극장,,20190915,유아(0~7세),15000,10,44,0,8,0,0
R 시뮬레이션,빅데이터와 샘플 데이터를 연결하다,20190930,컴퓨터/IT,35000,0,492,1,7,0,0
소방국어 기출의 재구성(2020)(이것으로 기출정리 끝),2020 소방직 시험대비,20191008,취업/수험서,15000,0,241,0,12,0,0
위국일기. 2,,20191015,만화,5500,10,178,1,7,0,0
"신사업, 신제품 오디세이",30년간의 실무경험과 이론연구로 쓴 책,20190903,경제/경영,20000,0,320,0,13,0,0
"한판 붙자, 맞춤법!",현장 실무자를 위한 어문규범의 이해,20190927,인문,18000,5.8,352,0,11,0,0
연월일(양장본 HardCover),,20191021,소설,16000,10,444,1,3,0,0
벅스봇 미니스티커북,,20190930,유아(0~7세),4000,0,1,0,10,0,0
가만히 손을 보다(양장본 HardCover),구보 미스미 장편소설,20191007,소설,14500,10,340,1,9,0,0
공무원 영어 핵심 문법 4개년 기출(커넥츠 공단기),공무원 영어의 시작과 끝을 책임지는 단 한 권의 영문법 기출문제집,20191010,취업/수험서,14000,9,192,0,19,0,0
인텔리전스 기반 사고 대응,"사이버 위협 정보 수집과 분석
							
							
								|
								그리고 위협 사냥을 위한 인텔리전스 활용 방안",20190930,컴퓨터/IT,33000,10,380,1,14,0,0
"직장인, 100만원으로 주식투자하기",,20190925,경제/경영,17500,9.2,276,0,19,0,0
ReRe 헬로. 2,,20191015,만화,5000,9.5,194,1,10,0,0
자기와 타자(양장본 HardCover),주관성 공감 수치심 연구,20190920,인문,28000,10,520,1,6,0,0
신비아파트 브레인가방퍼즐,,20190915,유아(0~7세),13000,10,1,0,13,0,0
Game Programming in C++,OpenGL과 SDL을 활용한 3D 게임 개발,20190930,컴퓨터/IT,45000,10,652,1,23,0,0
"앞으로 10년, 살아남는 부동산 사라지는 부동산",,20190930,경제/경영,16800,8.6,384,1,26,0,0
시이나 군의 동물백과. 5,,20191015,만화,4500,9.5,162,1,14,0,0
바이로이드적 생명(리좀 총서 2 3),니체와 탈인간의 조건,20190930,인문,28000,10,392,1,9,0,0
월드 오브 워크래프트 팝업북(한정판),,20191021,소설,58000,10,14,0,15,0,0
강민성 한국사 합격적중노트(2020),,20191008,취업/수험서,13000,10,152,0,14,0,0
시크릿쥬쥬 별의 여신 핑거펀 스티커,,20190830,유아(0~7세),12800,10,1,0,19,0,0
마이크로서비스와 컨테이너,마이크로서비스 기반 시스템 구축과 전환,20190930,컴퓨터/IT,35000,10,356,1,13,0,0
공인중개사가 궁금하세요?,현직 공인 중개사가 말해주는 진짜 부동산 이야기,20190930,경제/경영,14000,10,240,1,13,0,0
여우와 팬케이크. 3,,20191015,만화,7500,7.5,158,1,11,0,0
"신체, 대중들, 역량(철학의 정원 33)",스피노자와 그의 동시대인들,20190923,인문,19000,0,232,1,11,0,0
군무원 행정법(진군),,20200115,취업/수험서,38000,0,1008,0,7,0,0
내일 말할 진실(창비청소년문학 93),정은숙 소설집,20191004,소설,12000,9.7,236,0,8,0,0
시크릿쥬쥬 별의 여신 핑거펀 미니스티커,,20190915,유아(0~7세),4000,10,1,0,21,0,0
파이썬과 NumPy로 배우는 선형대수,파이썬 라이브러리로 쉽게 구현하는 수치해석 프로그래밍,20190930,컴퓨터/IT,26000,10,332,1,20,0,0
아주 작은 디테일의 힘,,20191004,경제/경영,14000,9.4,256,1,12,0,0
아야카시코. 1,,20191013,만화,5000,8.6,196,1,8,0,0
리만의 기하학(푸른사상 소설선 23),권보경 소설집,20191001,소설,14900,0,240,1,7,0,0
노동법 기출지문 OX 관계법령집(공인노무사)(2020)(EBS),각 조문별 최근 7개년 기출 OX문제.빈칸문제 수록,20200220,취업/수험서,20000,9.1,444,0,17,0,0
초역 카네기의 말: 인간관계론(양장본 HardCover),,20191028,인문,14000,10,256,0,16,0,0
시크릿쥬쥬 별의 여신 귀걸이스티커,56pcs,20190920,유아(0~7세),4000,10,1,0,18,0,0
라즈베리파이로 시작하는 핸드메이드 IoT,직접 체험하며 배우는 임베디드 IoT 프로그래밍,20190927,컴퓨터/IT,26000,10,452,1,22,0,0
오정화 회계학 기출플러스(2020),,20191011,취업/수험서,40000,10,832,0,13,0,0
아리키친의 아이디어 통통 쿠킹,"곰손도 쉽게 따라할 수 있는 초간단 베이킹 레시피 대공개!
							
							
								|
								책에서만 볼 수 있는 아리키친 미공개 레시피 수록!",20191111,요리,14800,10,256,0,16,0,0
꿈꾸는 아이의 그림책 놀이(바른 교육 시리즈 4),생각하는 힘과 창의력이 쑥쑥 자라는 엄마표 책육아 가이드,20191115,가정/육아,22000,9.8,396,1,14,0,0
신의 탑. 1,,20191112,만화,13000,9.8,288,0,7,0,0
도어,서보 머그더 소설,20191110,소설,15000,9.6,372,1,2,0,0
화학이란 무엇인가,세상에서 가장 쓸모 있는 과학의 핵심,20191030,과학,13500,9,192,1,9,0,0
보이스 메이킹 스토리 & 대본집,,20191111,예술/대중문화,26000,9.6,570,0,17,0,0
선재국어 한 권으로 정리하는 마무리(2020)(커넥츠 공단기),수험 기간을 반으로 줄여 주는 공무원 국어 최고의 요약서,20191110,취업/수험서,22000,9.8,408,0,19,0,0
미술관에 GAN 딥러닝 실전 프로젝트,"GAN으로 쓰기, 그리기, 게임하기, 작곡하기",20191115,컴퓨터/IT,32000,9,356,1,20,0,0
오늘의 키토식,평균 21kg 감량! 지방을 태우는 몸으로 거듭난 11명의 저탄고지 라이프!,20191111,건강,20000,9.7,368,1,7,0,0
힙합 독수리(난 책읽기가 좋아)(양장본 HardCover),,20191101,어린이(초등),9000,8.1,84,0,6,0,0
카멜라의 행복한 소원(비룡소의 그림동화 269)(양장본 HardCover),,20191031,유아(0~7세),13000,10,40,0,11,0,0
사건(쏜살문고),,20191101,시/에세이,10800,10,84,1,2,0,0
세계체제와 아프리카,인종주의 민족주의 종족성의 정치학,20191105,정치/사회,22000,9.6,416,0,10,0,0
신 없음의 과학(양장본 HardCover),세계적 사상가 4인의 신의 존재에 대한 탐구,20191108,인문,14800,9.2,208,1,8,0,0
태평양 전쟁(양장본 HardCover),펠렐리우 오키나와 전투 참전기 1944-1945,20191030,역사/문화,25000,9.1,560,1,6,0,0
부자의 프레임,관점을 바꾸면 돈은 저절로 모인다,20191104,경제/경영,16000,9.4,284,1,7,0,0
페이퍼 원더랜드,,20191105,유아(0~7세),13000,7.5,144,0,8,0,0
신의 탑. 2,,20191112,만화,13000,9.7,272,0,7,0,0
호텔 창문,2019년 제13회 김유정문학상 수상작품집,20191108,소설,12000,9.4,224,0,5,0,0
의사에게 ‘운동하세요’라는 말을 들었을 때 제일 처음 읽는 책,25년 경력 피지컬 트레이닝 1인자가 밝히는 의학적으로 완벽한 최상의 운동,20191113,건강,14000,9.4,224,1,34,0,0
꿈의 방(양장본 HardCover),,20191110,예술/대중문화,29000,10,572,1,4,0,0
파이썬으로 다시 배우는 핵심 고등 수학(핵고수),수포자 프로그래머를 위한 손에 잡히는 기초 수학,20191107,컴퓨터/IT,25000,0,352,1,21,0,0
NCS 성남시의료원 필기전형(2019 하반기),,20191104,취업/수험서,16000,10,242,0,15,0,0
논문이라는 창으로 본 과학,과학 논문을 둘러싼 온갖 이야기,20191028,과학,20000,9.6,256,0,14,0,0
베이크 앳 홈,집에서 즐기는 나만의 디저트카페,20191111,요리,18000,10,303,1,7,0,0
눈물이 마르는 시간,그럼에도 살아볼 만한 이유를 찾는 당신에게,20191111,시/에세이,14000,9.5,276,1,10,0,0
모든 용서는 아름다운가,용서받을 자격과 용서할 권리에 대하여,20191030,정치/사회,19800,9.7,472,0,12,0,0
사춘맘화,,20191106,가정/육아,14800,0,256,1,4,0,0
레이먼드 카버(클래식 클라우드 13),삶의 세밀화를 그린 아메리칸 체호프,20191106,인문,18800,9.7,316,1,7,0,0
이사도라 문 판타스틱 다이어리(양장본 HardCover),,20191106,어린이(초등),12000,10,164,0,16,0,0
민족혁명가 김원봉(양장본 HardCover),,20191105,역사/문화,22000,10,688,0,9,0,0
아세안의 시간,동남아시아 경제의 어제와 오늘 그리고 내일,20191106,경제/경영,22000,7.5,476,0,7,0,0
멜로디 봉봉 크리스마스 캐럴,,20191115,유아(0~7세),15500,9.6,1,0,15,0,0
하루 한 번 365일 가계부 씀(2020),,20191110,취미/실용/스포츠,12000,0,48,0,17,0,0
프로페셔널 안드로이드(4판)(제이펍의 모바일 시리즈 37),,20191101,컴퓨터/IT,39000,10,1112,1,11,0,0
임영주 박사의 그림책 육아,"아이에게 하고 싶은 말, 그림책에 다 있다",20191106,가정/육아,18500,8.5,388,0,14,0,0
전생했더니 슬라임이었던 건에 대하여. 12(한정판)(S코믹스),,20191107,만화,12500,10,192,1,23,0,0
빈티(Binti): 오치제를 바른 소녀(FoP(포비든 플래닛) 7),,20191108,소설,12500,10,152,1,2,0,0
"아는 척에 딱 좋은 단위, 원소, 수식",,20191105,과학,16800,10,360,1,21,0,0
성남시의료원 직업기초능력평가 3회분 봉투모의고사(NCS),,20191104,취업/수험서,14000,10,90,0,26,0,0
구움과자 클래스,슬픈하품의 따뜻한 홈베이킹,20191115,요리,15000,9.3,204,1,8,0,0
한국만화정전,신문연재만화편,20191118,예술/대중문화,12000,8.8,186,0,6,0,0
할아버지와 꿀벌과 나,,20191105,시/에세이,15000,10,460,1,11,0,0
어린이를 위한 공동체 수업,,20191105,어린이(초등),10000,10,160,0,14,0,0
1389번 귀 인식표를 단 암소,"고기도 가죽도 아닌, 한 생명에 관한 이야기",20191022,정치/사회,18000,10,368,1,17,0,0
무엇이 여자를 침묵하게 만드는가,관계의 늪에 빠진 나를 구하는 회복의 심리학,20191030,인문,20000,10,380,1,17,0,0
클라이브 폰팅의 녹색 세계사(양장본 HardCover),위대한 문명의 붕괴로 보는 환경과 인간의 역사,20191025,역사/문화,28000,10,636,1,15,0,0
부동산 소액 투자의 정석,경제가 흔들려도 변하지 않는 투자의 기술,20191106,경제/경영,18000,9.1,360,1,13,0,0
매일매일 기록하는 365 가계부: 플라워(2020),,20191105,취미/실용/스포츠,9000,0,96,0,22,0,0
집중력 놀이 썼다 지웠다 크리스마스 (펜 포함)(양장본 HardCover),,20191104,유아(0~7세),9500,8.8,26,0,20,0,0
